"Código Liquidação";"Código Liquidação Resumido";"Data Emissão";"Código Tipo Documento";"Tipo Documento";"Código Órgão Superior";"Órgão Superior";"Código Órgão";"Órgão";"Código Unidade Gestora";"Unidade Gestora";"Código Gestão";"Gestão";"Código Favorecido";"Favorecido";"Observação";"Código Categoria de Despesa";"Categoria de Despesa";"Código Grupo de Despesa";"Grupo de Despesa";"Código Modalidade de Aplicação";"Modalidade de Aplicação";"Código Elemento de Despesa";"Elemento de Despesa";"Código Plano Orçamentário";"Plano Orçamentário";"Código Programa Governo";"Nome Programa Governo"
"158413264112020NS000014";"2020NS000014";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158413";"INST FED SUDESTE DE MG/CAMPUS BARBACENA";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"13892384000146";"GESTSERVI - GESTAO E TERCEIRIZACAO DE MAO-DE-OBRA - EIR";"PAGAMENTO DA NOTA FISCAL 2019/1314 - CONTRATACAO DE LOCACAO DE MAO DE OBRA - FAXINEIRA - PREGAO 05/2018 - NAO OPTANTE - RETENCAO 9,45, 11 INSS, 3,5 ISSQN E CONTA VINCULADA - REFERENTE A NOVEMBRO DE 2019 - CONTRATO 20/2018";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"37";"Locação de Mão-de-Obra";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000769";"2020NS000769";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2386 DE 20/12/19  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 19/12/19 E RECEBIDA 20/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"155001152752020NS001028";"2020NS001028";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"***.090.760-**";"LUCAS GONCALVES";"APROP DA PROPOSTA DE CONCESSAO SF DE LUCAS GONCALVES, PERIODO DE 01/01 A 24/01/2020, SENDO R$ 3.500,00 PARA DESP. DE CONSUMO.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001485";"2020NS001485";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"EMPENHO INCORRETO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"155001152752020NS001015";"2020NS001015";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"***.783.990-**";"BRENDA SOUSA FERREIRA";"APROP DA PROPOSTA DE CONCESSAO SF DE BRENDA SOUSA FERREIRA, PERIODO DE 01/01 A 24/01/2020 SENDO R$2.900,00 P/DESP DE CONSUMO E R$100,00 P/DESP.SERVICO.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"MU";"Múltiplo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001477";"2020NS001477";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2363 DE 12/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 09/12/2019 E RECEBIDA 12/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"155001152752020NS001084";"2020NS001084";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"***.686.370-**";"NEIVA TERESINHA FINATO";"APROP DA PROPOSTA DE CONCESSAO SF DE NEIVA TERESINHA FINATO, PERIODO DE 01/01 A 31/03/2020, SENDO R$ 1.000,00 PARA DESP. CONSUMO, R$ 1.000,00 PARA DESP. PREST. SERVICO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"MU";"Múltiplo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001479";"2020NS001479";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2374 DE 13/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 13/12/2019 E RECEBIDA 16/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"155001152752020NS001083";"2020NS001083";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"***.686.370-**";"NEIVA TERESINHA FINATO";"APROP DA PROPOSTA DE CONCESSAO SF DE NEIVA TERESINHA FINATO, PERIODO DE 01/01 A 31/03/2020, SENDO R$ 1.000,00 PARA DESP. CONSUMO, R$ 1.000,00 PARA DESP. PREST. SERVICO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"MU";"Múltiplo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001480";"2020NS001480";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"EMPENHO INCORRETO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"158150264262020NS000006";"2020NS000006";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26426";"Instituto Federal do Amapá";"158150";"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAPA";"26426";"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAPA";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"DOCUMENTO REALIZADO ATRAVES DO DOCUMENTO HABIL 2019NP000235.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"39";"Outros Serviços de Terceiros - Pessoa Jurídic";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001475";"2020NS001475";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"NUMERO DO EMPENHO INCORRETO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"390079392522020NS000040";"2020NS000040";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"05266821000198";"NOVATA ENGENHARIA LTDA";"LIQUIDACAO DA 7 MEDICAO PARCIAL CORRESPONDENTE AO PERIODO DE 01/11/2019 A 30/11/2019, REFERENTE AOS SERVICOS DE EXECUCAO DAS OBRAS E DEMAIS ACOES NECESSARIAS E SUFICIENTES PARA A ENTREGA FINAL DO DOLPHIN DE PROTECAO DO PILAR P5A DA PONTE SOBRE O RIO PARAGUAI NA RODOVIA BR-262/MS, PROC.50016.000026/2020-17.";"4";"DESPESAS DE CAPITAL";"4";"Investimentos";"90";"Reserva de Contingência";"39";"Outros Serviços de Terceiros - Pessoa Jurídic";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001488";"2020NS001488";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"EMPENHO INCORRETO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"390079392522020NS000036";"2020NS000036";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"***.290.901-**";"FERNANDO RODRIGUES PIMENTEL FILHO";"LIQUIDACAO DO RECIBO DE ALUGUEL N. 19/2019, REF LOCACAO DO IMOVEL PARA ATENDER A BASE DE APOIO DA AHIPAR EM CAMPO GRANDE/MS, CONTRATO 380/2018, 01/12 A 31/12/2019, FIRMADO COM A FERNANDO RODRIGUES PIMENTEL FILHO, PROC. 50016.000019/2019-73.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"36";"Outros Serviços de Terceiros - Pessoa Física";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001490";"2020NS001490";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"NOTA EM DUPLICIDADE";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"158128264082020NS000187";"2020NS000187";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"158128";"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO";"26408";"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO";"00258683000181";"J.MENESES CONSTRUCOES LTDA";"ATENDER PAGAMENTO DA REFERENTE AO REAJUSTE DO CONTRATO N 54/2016 15 MEDICAO DOS SERVICOS NECESSARIOS A COSNTRUCAO DO CAMPUS DO IFMA AVANCADO DE COLINAS - MA CONFORME NF 785 PROCESSO: 23249.067815.2019-80.";"4";"DESPESAS DE CAPITAL";"4";"Investimentos";"90";"Reserva de Contingência";"51";"Obras e Instalações";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001484";"2020NS001484";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"EMPENHO INCORRETO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"158128264082020NS000352";"2020NS000352";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"158128";"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO";"26408";"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO";"00258683000181";"J.MENESES CONSTRUCOES LTDA";"ATENDER SERVICOS NECESSARIOS A CONSTRUCAO DO CAMPUS DO IFMA AVANCADO DE COLINAS - MA CONFORME NF 777 PROCESSO: 23249.011021.2019-61 REFERENTE AO REAJUSTE DO CONTRATO 054/2016 DA 14 (DECIMA QUARTA) MEDICAO DA COSNTRUCAO.";"4";"DESPESAS DE CAPITAL";"4";"Investimentos";"90";"Reserva de Contingência";"51";"Obras e Instalações";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001470";"2020NS001470";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"LIQUIDADO NO EMPENHO INCORRETO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"390079392522020NS000038";"2020NS000038";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"34028316000960";"EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS";"LIQUIDACAO DA FATURA DE SERVICO DE TRANSPORTES DE CORRESPONDENCIAS (CARTA, AR, SEDEX E MALOTE), N.105268, COMPETENCIA JANEIRO/2020, DA EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS - EBCT, PARA AHIPAR/DNIT/MS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"39";"Outros Serviços de Terceiros - Pessoa Jurídic";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001474";"2020NS001474";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL: GAP-CO - NF 2370 DE 12/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81. NOTA FISCAL EMITIDA EM 12/12/2019 E RECEBIDA EM 13/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"390079392522020NS000010";"2020NS000010";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"03506307000157";"TICKET SOLUCOES HDFGT S/A";"LIQUIDACAO DE DESPESAS COM FORNECIMENTO DE COMBUSTIVEL CONFORME FATURA N.34119922, FIRMADO COM A EMPRESA TICKET SOLUCOES HDFGT S/A, PERIODO DE DEZEMBRO/2019, CONF. CONTRATO N. 435/2019, PROC. 50016.000111/2019-33.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001468";"2020NS001468";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2379 DE 18/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 17/12/2019 E RECEBIDA 18/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"390079392522020NS000012";"2020NS000012";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"01017250000105";"VOETUR TURISMO E REPRESENTACOES LTDA";"LIQUIDACAO DE DESPESAS COM FORNECIMENTOS DE PASSAGENS AEREAS SOBRE AS NOTAS FISCAIS N.784893, FIRMADO COM A EMPRESA VOETUR TURISMO E REPRESENTACOES, REFERENTE AO PERIODO DE DEZEMBRO/2019, CONF. CONTRATO N. 208/19, PROC. 50016.000085/2019-43.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"33";"Passagens e Despesas com Locomoção";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001478";"2020NS001478";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"EMPENHO INCORRETO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"390079392522020NS000062";"2020NS000062";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"33146648000120";"CONCREMAT ENGENHARIA E TECNOLOGIA S/A";"LIQUIDACAO DE DESPESAS REFERENTE A MEDICAO RELATIVA A PRESTACAO DE SERVICOS DE ASSESSORAMENTO A GESTAO TECNICA E ADMINISTRATIVA CONFORME NOTA FISCAL N. 101372, FIRMADO COM A EMPRESA CONCREMAT ENGENHARIA E TECNOLOGIA S/A, PERIODO DE 01/12/2019 A 31/12/2019, CONF. CONTRATO N. 272/16, PROC. 50016.000030/2020-77. 43 MEDICAO.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"35";"Serviços de Consultoria";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001481";"2020NS001481";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL: GAP-CO - NF 2375 DE 13/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81. NOTA FISCAL EMITIDA EM 13/12/2019 E RECEBIDA EM 15/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"155001152752020NS000996";"2020NS000996";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"***.434.720-**";"ALDINA JACOB QUINTANA";"APROP DA PROPOSTA DE CONCESSAO SF DE ALDINA JACOB QUINTANA, PERIODO DE 01/01 A 24/01/2020, SENDO R$ 500,00 PARA DESP. DE CONSUMO.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000572";"2020NS000572";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2374 DE 16/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 13/12/2019 E RECEBIDA 16/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"390079392522020NS000002";"2020NS000002";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"02558157000162";"TELEFONICA BRASIL S.A.";"LIQUIDACAO DA NF ST 9775816/01/2020, REF SERVICO DE TELEFONIA MOVEL REF CONTRATO 648/2016, PERIODO DE 25/11/2019 A 24/12/2019, FIRMADO COM A EMPRESA TELEFONICA BRASIL S/A (VIVO), PROCESSO N. 50016.000028/2019-64.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"39";"Outros Serviços de Terceiros - Pessoa Jurídic";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001487";"2020NS001487";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2371 DE 14/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 13/12/2019 E RECEBIDA 14/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"155001152752020NS001018";"2020NS001018";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"***.871.900-**";"DANTON PEREIRA DA SILVA JUNIOR";"APROP DA PROPOSTA DE CONCESSAO SF DE DANTON PEREIRA DA SILVA JUNIOR, PERIODO DE 01/01 A 24/01/2020, SENDO R$ 700,00 PARA DESP. DE CONSUMO.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001482";"2020NS001482";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"EMPENHO INCORRETO";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"155001152752020NS001017";"2020NS001017";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"***.696.490-**";"CLENI TEREZINHA DE PAULA ALVES";"APROP DA PROPOSTA DE CONCESSAO SF DE CLENI TEREZINHA DE PAULA ALVES, PERIODO DE 01/01 A 24/01/2020, SENDO R$ 500,00 PARA DESP. DE CONSUMO.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000556";"2020NS000556";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL: GAP-CO - NF 2370 DE 12/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81. NOTA FISCAL EMITIDA EM 12/12/2019 E RECEBIDA EM 13/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
